Perché	O
la	O
legge	O
di	O
stabilità	O
sposta	O
questi	O
pochi	O
milioni	O
così	O
importanti	O
per	O
le	O
famiglie	O
per	O
finanziare	O
progetti	O
di	O
contrasto	B-STR
alla	O
violenza	O
contro	O
le	O
donne	O
,	O
proponendo	O
un	O
inaccettabile	O
«	O
conflitto	O
fra	O
soggetti	O
deboli	O
»	O
?	O

È	O
profondamente	O
ingiusto	O
sollecitare	O
una	O
guerra	O
tra	O
poveri	O
o	O
tra	O
soggetti	O
deboli	O
facendo	O
scontrare	O
bisogni	O
dei	O
giovani	O
e	O
degli	O
anziani	O
,	O
bisogni	O
dei	O
bambini	O
e	O
necessità	O
di	O
tutela	O
della	O
vita	O
delle	O
donne	O
.	O

