Quando	O
c'	O
è	O
un	O
crimine	O
domestico	O
,	O
le	O
vittime	O
finiscono	O
per	O
essere	O
più	O
di	O
una	O
:	O
non	O
solo	O
quella	O
che	O
direttamente	O
perde	O
la	O
vita	O
,	O
ma	O
sono	O
vittime	O
anche	O
i	O
figli	O
che	O
restano	O
senza	O
madre	O
,	O
quando	O
si	O
tratta	O
di	O
femminicidio	O
,	O
che	O
è	O
il	O
caso	O
più	O
frequente	O
.	O

Quindi	O
,	O
è	O
un	O
lavoro	O
importante	O
.	O

Dal	O
punto	O
di	O
vista	O
della	O
tecnica	O
legislativa	O
,	O
credo	O
che	O
molto	O
sia	O
stato	O
fatto	O
in	O
questa	O
legislatura	O
per	O
migliorarla	O
,	O
ma	O
ancora	O
non	O
ci	O
siamo	O
.	O

Una	O
cosa	O
che	O
il	O
legislatore	O
deve	O
imparare	O
e	O
assumere	O
come	O
abitudine	O
è	O
definire	O
concetti	O
e	O
mantenerli	O
poi	O
nella	O
loro	O
definizione	O
.	O

Qualcuno	O
prima	O
ha	O
detto	O
che	O
i	O
primi	O
atti	O
che	O
abbiamo	O
votato	O
sono	O
stati	O
la	O
ratifica	O
della	O
Convenzione	O
di	O
Istanbul	O
e	O
poi	O
la	O
legge	O
n	O
.	O

119	O
del	O
2013	O
,	O
su	O
cui	O
tanto	O
ha	O
lavorato	O
all'	O
epoca	O
la	O
collega	O
Guerra	O
,	O
che	O
allora	O
era	O
Vice	O
Ministro	O
,	O
e	O
concludiamo	O
adesso	O
sul	O
piano	O
legislativo	O
con	O
il	O
disegno	O
di	O
legge	O
in	O
esame	O
che	O
riguarda	O
il	O
tema	O
delle	O
donne	O
.	O

Ebbene	O
,	O
il	O
concetto	O
di	O
crimine	O
e	O
violenza	O
domestica	O
era	O
ben	O
definito	O
.	O

