Ringrazio	O
,	O
invece	O
,	O
la	O
polizia	O
postale	O
per	O
quanto	O
sta	O
facendo	O
e	O
per	O
la	O
sua	O
azione	O
meritoria	O
per	O
individuare	O
chi	O
,	O
invece	O
,	O
tutti	O
i	O
giorni	O
posta	O
e	O
scrive	O
frasi	O
sessiste	O
.	O

Proprio	O
oggi	O
abbiamo	O
discusso	O
le	O
mozioni	O
sulla	O
violenza	O
contro	O
le	O
donne	O
.	O

Sappiamo	O
che	O
l'	O
istigazione	O
all'	O
odio	O
,	O
soprattutto	O
,	O
è	O
di	O
carattere	O
sessista	O
.	O

Quindi	O
credo	O
che	O
adesso	O
il	O
nostro	O
Governo	O
,	O
che	O
si	O
sta	O
accingendo	O
,	O
con	O
il	O
cosiddetto	O
codice	O
rosso	O
e	O
con	O
altri	O
provvedimenti	O
,	O
a	O
contrastare	B-STR
la	O
violenza	O
anche	O
sui	O
social	O
network	O
,	O
debba	O
comprendere	O
la	O
necessità	O
di	O
provvedimenti	O
nuovi	O
-	O
è	O
vero	O
,	O
sono	O
nuovi	O
-	O
perché	O
l'	O
istigazione	O
all'	O
odio	O
avviene	O
soprattutto	O
sui	O
social	O
network	O
.	O

