Nessuno	O
ha	O
un	O
problema	O
con	O
l'	O
omosessualità	O
,	O
né	O
qui	O
dentro	O
né	O
fuori	O
.	O
È	O
incredibile	O
come	O
non	O
ce	O
ne	O
fossimo	O
accorti	O
prima	O
e	O
si	O
ha	O
anche	O
la	O
sfacciataggine	O
di	O
riportare	O
solo	O
i	O
casi	O
dell'	O
OSCAD	O
(	O
Osservatorio	O
per	O
la	O
sicurezza	O
contro	O
gli	O
atti	O
discriminatori	O
)	O
,	O
30	O
all'	O
anno	O
,	O
con	O
lo	O
stesso	O
gioco	O
che	O
si	O
è	O
fatto	O
per	O
decenni	O
sulla	O
violenza	O
domestica	O
e	O
sulla	O
violenza	O
contro	O
le	O
donne	O
:	O
"	O
quelle	O
denunciate	O
sono	O
talmente	O
poche	O
.	O
Il	O
problema	O
non	O
esiste	O
"	O
.	O
È	O
la	O
stessa	O
cosa	O
.	O
